,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,MARCTagCondition3,Condition3Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
61,first pass,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,0,Authority record control number or standard number (R),,,,,,,,,http://rdaregistry.info/Elements/w/P10276,is commentary on manifestation,IDENTIFIER,,,,
62,first pass,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,0,Authority record control number or standard number (R),,,,,,,,,http://rdaregistry.info/Elements/w/P10277,is description of expression,IDENTIFIER,,,,
63,first pass,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,0,Authority record control number or standard number (R),,,,,,,,,http://rdaregistry.info/Elements/w/P10278,is analysis of expression,IDENTIFIER,,,,
64,first pass,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,0,Authority record control number or standard number (R),,,,,,,,,http://rdaregistry.info/Elements/w/P10279,is evaluation of expression,IDENTIFIER,,,,
65,first pass,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,0,Authority record control number or standard number (R),,,,,,,,,http://rdaregistry.info/Elements/w/P10280,is review of expression,IDENTIFIER,,,,
66,first pass,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,0,Authority record control number or standard number (R),,,,,,,,,http://rdaregistry.info/Elements/w/P10281,is critique of expression,IDENTIFIER,,,,
67,first pass,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,0,Authority record control number or standard number (R),,,,,,,,,http://rdaregistry.info/Elements/w/P10282,is commentary on expression,IDENTIFIER,,,,
68,first pass,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,0,Authority record control number or standard number (R),,,,,,,,,http://rdaregistry.info/Elements/w/P10319,has subject agent,IDENTIFIER,,,,
69,first pass,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,0,Authority record control number or standard number (R),,,,,,,,,http://rdaregistry.info/Elements/w/P10325,is description of person,IDENTIFIER,,,,
70,first pass,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,0,Authority record control number or standard number (R),,,,,,,,,http://rdaregistry.info/Elements/w/P10338,is description of agent,IDENTIFIER,,,,
71,first pass,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,1,Real World Object URI (R),,,,,,,,,http://rdaregistry.info/Elements/w/P10100,is description of work,IRI,,,,
72,first pass,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,1,Real World Object URI (R),,,,,,,,,http://rdaregistry.info/Elements/w/P10140,is analysis of work,IRI,,,,
73,first pass,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,1,Real World Object URI (R),,,,,,,,,http://rdaregistry.info/Elements/w/P10153,is evaluation of work,IRI,,,,
74,first pass,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,1,Real World Object URI (R),,,,,,,,,http://rdaregistry.info/Elements/w/P10178,is review of work,IRI,,,,
75,first pass,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,1,Real World Object URI (R),,,,,,,,,http://rdaregistry.info/Elements/w/P10182,is critique of work,IRI,,,,
76,first pass,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,1,Real World Object URI (R),,,,,,,,,http://rdaregistry.info/Elements/w/P10187,is commentary on work,IRI,,,,
77,first pass,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,1,Real World Object URI (R),,,,,,,,,http://rdaregistry.info/Elements/w/P10198,has related work of work,IRI,,,,
78,first pass,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,1,Real World Object URI (R),,,,,,,,,http://rdaregistry.info/Elements/w/P10256,has subject,IRI,,,,
79,first pass,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,1,Real World Object URI (R),,,,,,,,,http://rdaregistry.info/Elements/w/P10257,has subject work,IRI,,,,
80,first pass,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,1,Real World Object URI (R),,,,,,,,,http://rdaregistry.info/Elements/w/P10258,has subject expression,IRI,,,,
81,first pass,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,1,Real World Object URI (R),,,,,,,,,http://rdaregistry.info/Elements/w/P10259,has subject manifestation,IRI,,,,
82,first pass,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,1,Real World Object URI (R),,,,,,,,,http://rdaregistry.info/Elements/w/P10261,has subject person,IRI,,,,
83,first pass,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,1,Real World Object URI (R),,,,,,,,,http://rdaregistry.info/Elements/w/P10271,is description of manifestation,IRI,,,,
84,first pass,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,1,Real World Object URI (R),,,,,,,,,http://rdaregistry.info/Elements/w/P10272,is analysis of manifestation,IRI,,,,
85,first pass,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,1,Real World Object URI (R),,,,,,,,,http://rdaregistry.info/Elements/w/P10273,is evaluation of manifestation,IRI,,,,
86,first pass,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,1,Real World Object URI (R),,,,,,,,,http://rdaregistry.info/Elements/w/P10274,is review of manifestation,IRI,,,,
87,first pass,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,1,Real World Object URI (R),,,,,,,,,http://rdaregistry.info/Elements/w/P10275,is critique of manifestation,IRI,,,,
88,first pass,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,1,Real World Object URI (R),,,,,,,,,http://rdaregistry.info/Elements/w/P10276,is commentary on manifestation,IRI,,,,
89,first pass,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,1,Real World Object URI (R),,,,,,,,,http://rdaregistry.info/Elements/w/P10277,is description of expression,IRI,,,,
90,first pass,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,1,Real World Object URI (R),,,,,,,,,http://rdaregistry.info/Elements/w/P10278,is analysis of expression,IRI,,,,
91,first pass,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,1,Real World Object URI (R),,,,,,,,,http://rdaregistry.info/Elements/w/P10279,is evaluation of expression,IRI,,,,
92,first pass,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,1,Real World Object URI (R),,,,,,,,,http://rdaregistry.info/Elements/w/P10280,is review of expression,IRI,,,,
93,first pass,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,1,Real World Object URI (R),,,,,,,,,http://rdaregistry.info/Elements/w/P10281,is critique of expression,IRI,,,,
94,first pass,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,1,Real World Object URI (R),,,,,,,,,http://rdaregistry.info/Elements/w/P10282,is commentary on expression,IRI,,,,
95,first pass,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,1,Real World Object URI (R),,,,,,,,,http://rdaregistry.info/Elements/w/P10319,has subject agent,IRI,,,,
96,first pass,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,1,Real World Object URI (R),,,,,,,,,http://rdaregistry.info/Elements/w/P10325,is description of person,IRI,,,,
97,first pass,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,1,Real World Object URI (R),,,,,,,,,http://rdaregistry.info/Elements/w/P10338,is description of agent,IRI,,,,
